target,text,indices,label
program,"the photobooth is a great $t$ , it takes very good pictures with the built-in camera .",5,1
built-in camera,"the photobooth is a great program , it takes very good pictures with the $t$ .",14,1
software,many kinds of $t$ that is necessary to the working person is not available and cannot be downloaded .,3,-1
shipping,i had to pay for the $t$ !,6,-1
chrome,"it bluescreened on me without any warning , running simply basic $t$ .",11,-1
prices,i took 3-4 years researching brands and $t$ of laptops .,7,0
price,we researched and found the best $t$ at macconnection .,6,1
external dvd drive,but guess what ? ( you have to buy an $t$ it doesn ' t have a built in type ) the notebook can ' t be used because it doesn ' t read anything for an external drive .,10,-1
external drive,but guess what ? ( you have to buy an external dvd drive it doesn ' t have a built in type ) the notebook can ' t be used because it doesn ' t read anything for an $t$ .,39,-1
portability,get this computer for $t$ and fast processing ! ! !,4,1
processing,get this computer for portability and fast $t$ ! ! !,7,1
cooling pad,i use a $t$ but it doesn ' t help .,3,-1
supplied software,$t$ : the software that comes with this machine is greatly welcomed compared to what windows comes with .,0,0
software,supplied software : the $t$ that comes with this machine is greatly welcomed compared to what windows comes with .,4,1
windows,supplied software : the software that comes with this machine is greatly welcomed compared to what $t$ comes with .,16,-1
service,i ' m tired of the inept $t$ .,7,-1
garageband,"$t$ is easy to work with , like all the other apple applications i ' ve had experience with .",0,1
apple applications,"garageband is easy to work with , like all the other $t$ i ' ve had experience with .",11,1
bios,"no , tey don ' t even support their own $t$ and it "" could be a problem with the bios "" how can a company that makes a fairly decent product get away with such insanity ? ? ! !",10,-1
bios,"no , tey don ' t even support their own bios and it "" could be a problem with the $t$ "" how can a company that makes a fairly decent product get away with such insanity ? ? ! !",20,-1
extended warranty,"because we did not purchase the $t$ in time , we are on the hook for the repair .",6,-1
charge,"it started out by randomly ceasing to $t$ when it was plugged in ( mousing over the battery icon would read , for example , "" 74% , plugged in , not charging "" ) , requiring me to unplug it and plug it back in several times to get it to charge .",7,-1
charging,"it started out by randomly ceasing to charge when it was plugged in ( mousing over the battery icon would read , for example , "" 74% , plugged in , not $t$ "" ) , requiring me to unplug it and plug it back in several times to get it to charge .",32,-1
charge,"it started out by randomly ceasing to charge when it was plugged in ( mousing over the battery icon would read , for example , "" 74% , plugged in , not charging "" ) , requiring me to unplug it and plug it back in several times to get it to $t$ .",52,0
shipped,this laptop looked brand new and was $t$ very quickly .,7,1
windows,"info : $t$ failed to load because the kernal is missing , or corrupt .",2,-1
kernal,"info : windows failed to load because the $t$ is missing , or corrupt .",8,-1
display,"the $t$ on this computer is the best i ' ve seen in a very long time , the battery life is very long and very convienent .",1,1
battery life,"the display on this computer is the best i ' ve seen in a very long time , the $t$ is very long and very convienent .",19,1
quality,"but the $t$ , in general was less than the worth of the cheap laptop .",2,-1
hardrive,in the first moth of owning this computer its $t$ failed which had to be replaced .,9,-1
use,its also fun to $t$ !,4,1
graphics,"the $t$ and screen are stunning and although i was a pc person , i was able to understand how to use a mac fairly quickly .",1,1
screen,"the graphics and $t$ are stunning and although i was a pc person , i was able to understand how to use a mac fairly quickly .",3,1
upgraded memory,"with the $t$ , the macbook pro never has an issue running many many applications at once !",2,1
running,"with the upgraded memory , the macbook pro never has an issue $t$ many many applications at once !",12,1
applications,"with the upgraded memory , the macbook pro never has an issue running many many $t$ at once !",15,0
use,"simple to $t$ , and great graphics .",2,1
graphics,"simple to use , and great $t$ .",6,1
internet speed,the $t$ is spectacular .,1,1
call center,they claim $t$ is still down .,2,-1
apps,mac also has many $t$ and programs that are quite cheap or free .,4,1
programs,mac also has many apps and $t$ that are quite cheap or free .,6,1
games,"my husband uses it mostly for $t$ , email and music .",6,0
cords,i just took the broken $t$ into the apple store and they gave me new ones .,5,1
screen,"apparently under the $t$ there are 2 little screws and when the screen gets moved back and forth , they come loose .",3,0
screen,"apparently under the screen there are 2 little screws and when the $t$ gets moved back and forth , they come loose .",12,0
os,"being a pc user my whole life , it ' s taking a bit of time to adapt to the $t$ of a mac but i ' m finding my way around .",20,0
fan,the computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the $t$ .,30,-1
edges,"i have in the past gotten superfine sandpaper and "" fixed "" the $t$ by rounding them off .",13,-1
edges,downfalls : sharp $t$ .,3,-1
carry,i needed one to be able to $t$ to work everyday and this one seems to fit all of the criteria .,7,0
screen,the $t$ is gorgeous - yummy good .,1,1
size,"did i mention everything about it , from $t$ to weight to keyboard screams bulk ?",8,-1
weight,"did i mention everything about it , from size to $t$ to keyboard screams bulk ?",10,-1
keyboard,"did i mention everything about it , from size to weight to $t$ screams bulk ?",12,-1
disc drive,i had it four months when my $t$ refused to open .,7,-1
hard drive,"so , after apple replaced the $t$ i enjoyed another 4 months of my new computer , until it froze this morning--completely .",6,0
power supply,"once again , i was told it was the suspicious $t$ problem .",10,-1
starts,"the macbook $t$ fast , doesn ' t crash , has a fantastic display , is small and light ( i have the 13 . 3 "" model ) , and isn ' t always complaining about updates , lost connections , errors , blue screens , etc .",2,1
display,"the macbook starts fast , doesn ' t crash , has a fantastic $t$ , is small and light ( i have the 13 . 3 "" model ) , and isn ' t always complaining about updates , lost connections , errors , blue screens , etc .",13,1
boot up,unable to $t$ this brand new laptop .,2,-1
pages,"in addition , all the design tools on $t$ and keynotes makes it much easier to create professional looking documents and presentations .",8,1
keynotes,"in addition , all the design tools on pages and $t$ makes it much easier to create professional looking documents and presentations .",10,1
hard drive,"i actually had the $t$ replaced twice , the mother board once , the dvd drive twice , then they finally agreed to replace it , ( all of this in less than 1 1/2 years !",4,-1
mother board,"i actually had the hard drive replaced twice , the $t$ once , the dvd drive twice , then they finally agreed to replace it , ( all of this in less than 1 1/2 years !",10,-1
dvd drive,"i actually had the hard drive replaced twice , the mother board once , the $t$ twice , then they finally agreed to replace it , ( all of this in less than 1 1/2 years !",15,-1
hinge,"the guy then said that if i insist on having the $t$ tightened , they can do it for me but i have to accept the condition after the "" repair "" .",11,0
port,"the $t$ is secured to motherboard so when this happens you can ' t see the plug at all , it ' s just gone .",1,0
motherboard,"the port is secured to $t$ so when this happens you can ' t see the plug at all , it ' s just gone .",5,0
plug,"the port is secured to motherboard so when this happens you can ' t see the $t$ at all , it ' s just gone .",16,-1
key board,"i love the feel of the $t$ , as well as the trackpad .",6,1
trackpad,"i love the feel of the key board , as well as the $t$ .",13,1
power,now i have the best of both worlds with all of the $t$ and ease of the mac !,12,1
ease,now i have the best of both worlds with all of the power and $t$ of the mac !,14,1
use,ease of $t$ is just one of the benefits i love about my mac .,2,1
connection card,now the machine won ' t connect and toshiba says that they did replace the $t$ in may but they only warranty the repair for 30 days and now i ' m out of warranty even though this has been a constant 5 month occurance since i bought the netbook .,15,0
warranty,now the machine won ' t connect and toshiba says that they did replace the connection card in may but they only $t$ the repair for 30 days and now i ' m out of warranty even though this has been a constant 5 month occurance since i bought the netbook .,22,-1
warranty,now the machine won ' t connect and toshiba says that they did replace the connection card in may but they only warranty the repair for 30 days and now i ' m out of $t$ even though this has been a constant 5 month occurance since i bought the netbook .,35,-1
4gb of ram,"but , buy this model and just purchase $t$ ( 2x2gb for $92 or 1x4gb for $99 ) , and save yourself $100 than the other model with 8gb of ram .",8,0
8gb of ram,"but , buy this model and just purchase 4gb of ram ( 2x2gb for $92 or 1x4gb for $99 ) , and save yourself $100 than the other model with $t$ .",30,0
game,"if you ' re looking for something to fly through those massive spreadsheets or play a graphics-intensive $t$ , you ' d be better off getting a machine aimed at that segment of the market .",17,0
browsing,"$t$ , also , was no problem for me when i used itunes ( which usually slows down my pc ) .",0,1
itunes,"browsing , also , was no problem for me when i used $t$ ( which usually slows down my pc ) .",12,1
price,"again , decent comp for the $t$ , and i was in need of one quickly as my other laptop died on me .",6,1
setup,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful $t$ so in my opinion you should steer clear of them if you want a decent laptop .,28,-1
motherboard,"my friend just had to replace his entire $t$ , so did my wife , and it looks like i will have to as well .",8,-1
toshiba customer services,"$t$ will indirectly deal with your problems by constantly tranferring you from one country to another , and i am not kidding you , i called different hours of the day and you ' ll get someone else from another country trying to get you to tell them your life story all over again , since they make it sound like they don ' t have your history list of your calls right in front of them .",0,-1
quality display,$t$ i was surprised with the performance and quality of this hp laptop .,0,1
performance,quality display i was surprised with the $t$ and quality of this hp laptop .,7,1
quality,quality display i was surprised with the performance and $t$ of this hp laptop .,9,1
battery life,the $t$ also doesn ' t keep up with the claim but still i think macbook is much ahead from the rest of the pack .,1,-1
internet capabilities,the $t$ are also very strong and picks up signals very easily .,1,1
high definition quality,"its fast , has $t$ in the videos .",4,1
beast graphics,another great thing is the $t$ .,5,1
set up,the ease of $t$ was terrific .,3,1
wall charger,everything i have tried has worked and i never have to carry the $t$ cause the battery is so awesome .,13,0
battery,everything i have tried has worked and i never have to carry the wall charger cause the $t$ is so awesome .,17,1
battery life,the $t$ is probably an hour at best .,1,-1
windows vista system,this is a review of $t$ .,5,0
function keys,"cosmetically , the only thing they changed was 2 of the $t$ at the top .",11,0
bios,but sadly the replacement froze-up while updating the $t$ again and shut down and would not turn back on .,8,-1
vista,there ' s literally no way to make it sing with $t$ .,11,-1
screen size,$t$ is perfect for portable use in any environment .,0,1
push button,"first , it does not have a $t$ to open the lid .",7,-1
lid,"first , it does not have a push button to open the $t$ .",12,0
pentium 4,"i used to build my own desktops from the component parts , and recently my 7 year old $t$ with ht 1 gb ram sata desktop stopped working ( this was a rock star 7 years ago ) .",18,0
1 gb ram,"i used to build my own desktops from the component parts , and recently my 7 year old pentium 4 with ht $t$ sata desktop stopped working ( this was a rock star 7 years ago ) .",22,0
windows,i now realize that my $900 would have been better spent on a $t$ laptop .,13,1
word processor,) and printing from either $t$ is an adventure .,5,-1
interface device,"after purchasing this thing , i find out that i need a special $t$ to connect my camera , and that it cannot be purchased at the store - only on line .",13,-1
included program,another $t$ that is laughable is the chess game .,1,-1
expese,"yes , i thought the $t$ was a little much , but i now realize you get what you pay for .",5,-1
internet use,"it works great for general $t$ , microsoft office apps , home bookkeeping , etc .",5,1
microsoft office apps,"it works great for general internet use , $t$ , home bookkeeping , etc .",8,1
price,"the $t$ was very good , and the product is top quality .",1,1
quality,"the price was very good , and the product is top $t$ .",11,1
games,it played various $t$ without problems and ran aero smoothly and flawlessly .,3,0
aero,it played various games without problems and ran $t$ smoothly and flawlessly .,8,0
hard drive,after replacing the $t$ the battery stopped working ( 3 months of use ) which was frustrating .,3,0
battery,after replacing the hard drive the $t$ stopped working ( 3 months of use ) which was frustrating .,6,-1
screen,the $t$ almost looked like a barcode when it froze .,1,-1
operation,"from the get-go , the m6809 was unsteady in its $t$ ;",10,-1
screen,"its small enough where i can take it pretty much anywhere , but still has a big enough $t$ to get everything done .",18,1
webcam,"it even has a great $t$ , and skype works very well .",5,1
skype,"it even has a great webcam , and $t$ works very well .",8,1
machined aluminum frame,"i love the solid $t$ , and the keyboard is the best of any laptop i ' ve used .",4,1
keyboard,"i love the solid machined aluminum frame , and the $t$ is the best of any laptop i ' ve used .",10,1
parallels type program,you can even run a $t$ easily and run any leftover pc software that you absolutely cannot be without .,5,1
software,you can even run a parallels type program easily and run any leftover pc $t$ that you absolutely cannot be without .,14,1
design,this computer i used daily nice compact $t$ .,7,1
ati graphics card,"the $t$ is a huge plus , definitely a good value if you need to be able to run some slightly older games that a intel built-in card would have trouble with , such as half-life 2 or even world of warcraft .",1,1
games,"the ati graphics card is a huge plus , definitely a good value if you need to be able to run some slightly older $t$ that a intel built-in card would have trouble with , such as half-life 2 or even world of warcraft .",24,0
intel built-in card,"the ati graphics card is a huge plus , definitely a good value if you need to be able to run some slightly older games that a $t$ would have trouble with , such as half-life 2 or even world of warcraft .",27,1
handle,it was hard to $t$ and operate at school .,4,-1
operate,it was hard to handle and $t$ at school .,6,-1
features,it has easy to use $t$ and all the speed and power i could ask for .,5,1
speed,it has easy to use features and all the $t$ and power i could ask for .,9,1
power,it has easy to use features and all the speed and $t$ i could ask for .,11,1
power supply cord,"my $t$ developed exposed wires within the first year of ownership , so it was covered by the applecare warranty plan .",1,-1
applecare warranty plan,"my power supply cord developed exposed wires within the first year of ownership , so it was covered by the $t$ .",20,1
13 inch,i preferred the fit and feel of the $t$ .,8,1
power supply,$t$ went bad after 2 weeks --,0,-1
screen,"the $t$ takes some getting use to , because it is smaller than the laptop .",1,-1
use,i regret buying it before understanding how awful it is to $t$ .,11,-1
right speaker,the $t$ did not work .,1,-1
support,dealing with the $t$ drone on the other end of the chat was sheer torture .,3,-1
final cut pro,"the $t$ on this laptop is so fast and easy , and i can use this to seemlessly transfer all my work to my home computer , which is also a mac .",1,1
runs,"the computer $t$ extremely slowly , whether opening word or my computer .",2,-1
mac snow leopard o/s,"the $t$ is extremely easy to use , although very different than win xp , visa or win7 .",1,1
use,"the mac snow leopard o/s is extremely easy to $t$ , although very different than win xp , visa or win7 .",9,1
win xp,"the mac snow leopard o/s is extremely easy to use , although very different than $t$ , visa or win7 .",15,0
visa,"the mac snow leopard o/s is extremely easy to use , although very different than win xp , $t$ or win7 .",18,0
win7,"the mac snow leopard o/s is extremely easy to use , although very different than win xp , visa or $t$ .",20,0
startup,"$t$ in about 30 seconds , shutdown in 2-4 seconds , resume from sleep in 0-2 seconds .",0,0
shutdown,"startup in about 30 seconds , $t$ in 2-4 seconds , resume from sleep in 0-2 seconds .",6,0
resume from sleep,"startup in about 30 seconds , shutdown in 2-4 seconds , $t$ in 0-2 seconds .",11,0
screen,"the $t$ is nice and the images comes very clear , the keyboard and the fit just feels right .",1,1
keyboard,"the screen is nice and the images comes very clear , the $t$ and the fit just feels right .",12,1
fit,"the screen is nice and the images comes very clear , the keyboard and the $t$ just feels right .",15,1
windows,i have only had pcs with $t$ before so this takes a little getting use to .,6,0
processor,super fast $t$ and really nice graphics card . .,2,1
graphics card,super fast processor and really nice $t$ . .,6,1
size,"but sitting on a lap or on a desk in front of you it looks more than big enough ( this could be because im used to my lenovo 10 tablet now ) plus this is a great $t$ if i want to unplug the external keyboard , mouse , and monitor to take it with me when i take photos and video .",38,1
external keyboard,"but sitting on a lap or on a desk in front of you it looks more than big enough ( this could be because im used to my lenovo 10 tablet now ) plus this is a great size if i want to unplug the $t$ , mouse , and monitor to take it with me when i take photos and video .",45,0
mouse,"but sitting on a lap or on a desk in front of you it looks more than big enough ( this could be because im used to my lenovo 10 tablet now ) plus this is a great size if i want to unplug the external keyboard , $t$ , and monitor to take it with me when i take photos and video .",48,0
monitor,"but sitting on a lap or on a desk in front of you it looks more than big enough ( this could be because im used to my lenovo 10 tablet now ) plus this is a great size if i want to unplug the external keyboard , mouse , and $t$ to take it with me when i take photos and video .",51,0
windows 7 system,the only objection i have is that after you buy it the $t$ is a starter and charges for the upgrade .,12,-1
weight,"i dislike the $t$ and size , cubersome .",3,-1
size,"i dislike the weight and $t$ , cubersome .",5,-1
wheel,the $t$ that turns the volume up and down doesn ' t work in real time .,1,-1
service,i cannot be happier with the $t$ or product .,6,1
flatline keyboard,"i do transcription work on the side , and the $t$ makes typing quick and easy as well .",10,1
speakers,$t$ doesn ' t sound that great .,0,-1
windows 7,"i love $t$ but i can ' t give toshiba any credit for that , unless y ' all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time .",2,1
ergonomics,"i love windows 7 but i can ' t give toshiba any credit for that , unless y ' all get serious about $t$ and making required connections less obtrusive i will be looking to different manufacturer next time .",23,-1
connections,"i love windows 7 but i can ' t give toshiba any credit for that , unless y ' all get serious about ergonomics and making required $t$ less obtrusive i will be looking to different manufacturer next time .",27,-1
applecare tech support,"after numerous calls to $t$ , i was directed to send in my computer ;",4,-1
power plug,"the "" abuse "" is that i pushed the $t$ in too hard .",9,-1
resolution on the screen,the $t$ is almost pure hd .,1,1
programs,"with all the $t$ that came with it , such as ilife and iwork , i was set from the very beginning .",3,0
ilife,"with all the programs that came with it , such as $t$ and iwork , i was set from the very beginning .",11,0
iwork,"with all the programs that came with it , such as ilife and $t$ , i was set from the very beginning .",13,0
gaming,"not sure how i recommend it for quality $t$ , as i have a desktop rig for that reason .",8,-1
value,"great $t$ , fast delivery computer works as if brand new , no problems , very pleased",1,1
delivery,"great value , fast $t$ computer works as if brand new , no problems , very pleased",4,1
internet explorer,the $t$ was very slow from the very beginning .,1,-1
ac power port,the $t$ becomes loose over time,1,-1
running system,"as a user of a pc , i will will admit that the macbook pro has a better $t$ in which i found myself "" getting the job done quicker .",18,1
programs,"there are no gold key numbers too intall $t$ , you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time .",8,-1
power supply,and they replaced the awesome ergonomic small lightweight $t$ with a power supply that weighed more than the machine itself .,8,1
power supply,and they replaced the awesome ergonomic small lightweight power supply with a $t$ that weighed more than the machine itself .,12,-1
force,enjoy that toshib $t$ and durability unparalleled,3,1
durability,enjoy that toshib force and $t$ unparalleled,5,1
vista business,which is great i am running $t$ and scored a 5 . x on the index i have never seen a windows machine have a total score in the 5 ' s .,6,1
surf the web,"i use the computer to basically check emails , $t$ , print coupons and for my college papers .",9,0
size of the screen,"we love the $t$ , although it is still lightweight and very easy to tote around .",3,1
tote,"we love the size of the screen , although it is still lightweight and very easy to $t$ around .",17,1
work,so the fact that the computer does not $t$ on the 24 twenty fourth day is my fault .,8,-1
use,"i would definitely reccomend this if you are in the market for an easy to $t$ , stylish , fun , awesome computer .",15,1
battery,the $t$ is irreplaceable .,1,-1
win 7,"if you want a little more custom ability , drop a few bucks and upgrade to one of the more robust versions of $t$ and grab a 2gb stick of memory to spice it all up a bit more .",23,1
2gb stick of memory,"if you want a little more custom ability , drop a few bucks and upgrade to one of the more robust versions of win 7 and grab a $t$ to spice it all up a bit more .",28,1
norton,"i have never really been big on downloading anything so i wasn ' t too worried about getting a virus , plus i thought i was protected by $t$ .",28,-1
internet,"the $t$ was locekd and froze every time it was trying to be used , and the command prompt would not work at all .",1,-1
command prompt,"the internet was locekd and froze every time it was trying to be used , and the $t$ would not work at all .",17,-1
software,it ' s $t$ and speed enable it to do amazing things .,3,1
speed,it ' s software and $t$ enable it to do amazing things .,5,1
hard drive,could not keep up with me and finally the $t$ went out .,9,-1
programming,"i am most impressed with the $t$ , including the iphoto .",6,1
iphoto,"i am most impressed with the programming , including the $t$ .",10,1
speakers,$t$ too small to be of any real use .,0,-1
ram,"i upgraded it ' s $t$ to 2gb , i am very happy with it .",5,1
speakers,i purchased a toshiba satellite m60 ( with harman/kardon $t$ ! ) in december of 2005 .,9,1
memory,they should have included more $t$ on their computers if they knew vista would run slowly .,5,-1
vista,they should have included more memory on their computers if they knew $t$ would run slowly .,12,-1
battery life,$t$ could be better but overall for the price and toshiba ' s reputation for laptops it ' s great !,0,-1
price,battery life could be better but overall for the $t$ and toshiba ' s reputation for laptops it ' s great !,9,1
battery,"the $t$ never held a charge longer than one hour and within two months , stopped holding a charge for more than ten minutes .",1,-1
charge,"the battery never held a $t$ longer than one hour and within two months , stopped holding a charge for more than ten minutes .",5,-1
charge,"the battery never held a charge longer than one hour and within two months , stopped holding a $t$ for more than ten minutes .",18,-1
warrenty,after the $t$ expired the hard drive went bad and it would have cost more to fix then to replace .,2,0
hard drive,after the warrenty expired the $t$ went bad and it would have cost more to fix then to replace .,5,-1
windows 7 starter,"the $t$ is , in my opinion , a great way to think about using your netbook : basics , basics , basics .",1,1
icon list,the neat and organized $t$ is a welcome change from cluttered and confusing desktop icons .,4,1
desktop icons,the neat and organized icon list is a welcome change from cluttered and confusing $t$ .,14,-1
warranty,i purchased this netbook after my original toshiba laptop crashed right after the $t$ expired .,13,-1
look,"apparently well-built and gorgeous to $t$ at , the i5 macbook pro is a winning combination of price and performance .",5,1
price,"apparently well-built and gorgeous to look at , the i5 macbook pro is a winning combination of $t$ and performance .",17,1
performance,"apparently well-built and gorgeous to look at , the i5 macbook pro is a winning combination of price and $t$ .",19,1
apple care,"the $t$ has never failed me , and i expect it to be the same for this computer as well .",1,1
use,the toshiba laptop i am using is easier to $t$ than most i have tried .,9,1
warranty,"so i called compaq , and after being on the phone for 3 hours , i finally got a replacement which i shouldn ' t have had a problem getting since it was under $t$ .",34,0
work,so we exchanged it for the same on and after 2 hours it didn ' t $t$ .,16,-1
size,"i love the $t$ , keyboard , the functions .",3,1
keyboard,"i love the size , $t$ , the functions .",5,1
functions,"i love the size , keyboard , the $t$ .",8,1
mouse,the $t$ is way way way to sensitve .,1,-1
os,the $t$ is still as fast as the day that the laptop was purchased and continues to run flawlessly .,1,1
run,the os is still as fast as the day that the laptop was purchased and continues to $t$ flawlessly .,17,1
screen,"also , i issued a replacement rma for a few dead pixels in the upper zone of the $t$ , which is noticable to me .",18,-1
service,"after way too many times sending the thing in for repairs ( delivery $t$ was slow , and without the laptop i had no access to the internet , and thus no way of tracking it to find out when i might hope to see my computer again ) , it finally kicked the bucket after just over 2 years .",13,-1
performance,"my friend reports the notebook is astonishing in $t$ , picture quality , and ease of use .",8,1
picture quality,"my friend reports the notebook is astonishing in performance , $t$ , and ease of use .",10,1
use,"my friend reports the notebook is astonishing in performance , picture quality , and ease of $t$ .",16,1
i3 processor,the $t$ doesn ' t seem to run hot and the fan rarely turns on .,1,1
fan,the i3 processor doesn ' t seem to run hot and the $t$ rarely turns on .,12,1
battery,"the $t$ never held a charge longer than one hour and within two months , stopped holding a charge for more than ten minutes .",1,-1
charge,"the battery never held a $t$ longer than one hour and within two months , stopped holding a charge for more than ten minutes .",5,-1
charge,"the battery never held a charge longer than one hour and within two months , stopped holding a $t$ for more than ten minutes .",18,-1
mousepad,"another three weeks later i had my laptop back with a new $t$ , keys , and casing .",12,0
keys,"another three weeks later i had my laptop back with a new mousepad , $t$ , and casing .",14,0
casing,"another three weeks later i had my laptop back with a new mousepad , keys , and $t$ .",17,0
operating system,see when it comes to laptops you buy it and get just a normal $t$ with trials of must need stuff that should come with it .,14,0
resolution of the screen,"the only thing i don ' t understand is that the $t$ isn ' t high enough for some pages , such as yahoo ! mail .",11,-1
touchpad,"the only thing i wish this had was the option to turn off the $t$ with a button like my big 16 "" laptop does .",14,-1
battery life,very convenient when you travel and the $t$ is excellent . . .,7,1
boot up,the machine is slow to $t$ and occasionally crashes completely .,5,-1
charge,this is great if you have several lectures back to back and don ' t have a chance to $t$ during one of the lectures .,19,1
os,i wish toshiba would allow their customers to select an option that only boots the $t$ at setup and removes all the unnecessary stuff .,15,0
screen brightness,the $t$ automatically adjusts .,1,0
backlit keyboard,i especially like the $t$ .,4,1
look,"besides the great $t$ , it is a great machine .",3,1
cost,"my laptop $t$ approximately $2 , 300 and died after only 2-years , 10-months and 18-days of use .",2,-1
sound,"the $t$ is a bit quiet if you ' re on a plane , this can easily be overcome with a decent pair of head phones .",1,-1
sata controller,( the $t$ is the motherboard chip that lets the cpu talk to the hard drive . ),2,0
motherboard chip,( the sata controller is the $t$ that lets the cpu talk to the hard drive . ),6,0
cpu,( the sata controller is the motherboard chip that lets the $t$ talk to the hard drive . ),11,0
hard drive,( the sata controller is the motherboard chip that lets the cpu talk to the $t$ . ),15,0
buttons,the $t$ you have to press a little harder than most .,1,-1
battery life,"the $t$ was supposed to be 6 hours , but even if i ran off the battery with the high effeciency setting the battery would only last me on average about 2 . 5 to 3 hours .",1,-1
battery,"the battery life was supposed to be 6 hours , but even if i ran off the $t$ with the high effeciency setting the battery would only last me on average about 2 . 5 to 3 hours .",17,0
battery,"the battery life was supposed to be 6 hours , but even if i ran off the battery with the high effeciency setting the $t$ would only last me on average about 2 . 5 to 3 hours .",24,-1
size,right $t$ and weight for portability .,1,1
weight,right size and $t$ for portability .,3,1
portability,right size and weight for $t$ .,5,1
battery life,the $t$ also doesn ' t keep up with the claim but still i think macbook is much ahead from the rest of the pack .,1,-1
windows vista home premium,"it was loaded with $t$ delivered with only 1gb of ram , and it was a *dog* .",4,0
1gb of ram,"it was loaded with windows vista home premium delivered with only $t$ , and it was a *dog* .",11,-1
display,the reflectiveness of the $t$ is only a minor inconvenience if you work in a controlled-lighting environment like me ( i prefer it dark ) or if you can crank up the brightness .,4,-1
brightness,the reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me ( i prefer it dark ) or if you can crank up the $t$ .,32,0
electronic fuzz sound,my one complaint with this laptop is that i ' ve noticed an $t$ coming out of the headphone jack when headphones are plugged in .,13,-1
headphone jack,my one complaint with this laptop is that i ' ve noticed an electronic fuzz sound coming out of the $t$ when headphones are plugged in .,20,-1
keyboard,"while it was highly rated , would i like it ? i tried the $t$ at the store , and it seemed ok .",14,0
quality,"treat yourself to a more expensive , long-lasting laptop of $t$ like a sony , apple , or toshiba .",10,1
warranty,"i have had to call with a few questions or issues and they have helped me for free , even without the $t$ .",22,0
power supply,was searching online for a $t$ when i found this site .,5,0
graphics editing,"but to be honest , i don ' t use my computer for anything like $t$ and complex data analysis and gaming .",15,0
complex data analysis,"but to be honest , i don ' t use my computer for anything like graphics editing and $t$ and gaming .",18,0
gaming,"but to be honest , i don ' t use my computer for anything like graphics editing and complex data analysis and $t$ .",22,0
costs,i would rather spend my money on a computer that $t$ more then a toshiba that isn ' t good at all .,10,-1
shipping,( no problem with the ordering or $t$ by the way .,7,1
ram,and the $t$ ( the thing that makes it faster ) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before .,2,1
performance,and the ram ( the thing that makes it faster ) comes sporting 2 gigs for high $t$ to handle more stuff at once and surf the web a whole lot faster than before .,17,1
surf the web,and the ram ( the thing that makes it faster ) comes sporting 2 gigs for high performance to handle more stuff at once and $t$ a whole lot faster than before .,25,1
hardcopy manuel,the one thing i wish it had was a detailed $t$ .,10,-1
drive,"i edit and burn to dvd a lot of video , so i obviously could not live with a non-functioning $t$ .",20,-1
visual,"fast , great $t$ !",3,1
priced,it ' s $t$ very reasonable and works very well right out of the box .,3,1
works,it ' s priced very reasonable and $t$ very well right out of the box .,7,1
os,you will need them if you want to reload the $t$ ( i recommend doing if you can to start fresh and optimal ) .,10,0
keyboard,"while the $t$ itself is alright , the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons .",2,1
plate,"while the keyboard itself is alright , the $t$ around it is cheap plastic and makes a hollow sound when using the mouse command buttons .",8,-1
mouse command buttons,"while the keyboard itself is alright , the plate around it is cheap plastic and makes a hollow sound when using the $t$ .",22,-1
features,there are so many wonderful $t$ and benefits to the new macbook !,5,1
speeds,the mcbook pro notebook will make it easy for you to write and read your emails at blazing $t$ .,18,1
touch pad,the only thing i can say is that the $t$ doesnt work like it should all the time .,9,-1
size,"however , i love this particular mac because its very fast , great $t$ , and has fantastic features like the lighted keyboard and easy mouse pad .",13,1
features,"however , i love this particular mac because its very fast , great size , and has fantastic $t$ like the lighted keyboard and easy mouse pad .",18,1
lighted keyboard,"however , i love this particular mac because its very fast , great size , and has fantastic features like the $t$ and easy mouse pad .",21,1
mouse pad,"however , i love this particular mac because its very fast , great size , and has fantastic features like the lighted keyboard and easy $t$ .",25,1
battery life,$t$ needs more life .,0,-1
operation system,for some odd reasons the computer doesn ' t reconize the $t$ .,11,-1
trackpad,the $t$ was easy to learn and navigate .,1,1
applications,"$t$ open in seconds and there are no lags , hiccups or awkward moments when you wonder whether your computer is out for tea .",0,1
hard drive,i respond that i do not have the old computer and this way i would lose the data on my $t$ .,20,-1
windows,again in february my computer completely failed to the point that it could not load $t$ so i contacted acer to get it fixed thru my warrenty and it took about 3 days fighting on the phone with agents and it seemed as though none of them spoke english .,15,0
warrenty,again in february my computer completely failed to the point that it could not load windows so i contacted acer to get it fixed thru my $t$ and it took about 3 days fighting on the phone with agents and it seemed as though none of them spoke english .,26,0
agents,again in february my computer completely failed to the point that it could not load windows so i contacted acer to get it fixed thru my warrenty and it took about 3 days fighting on the phone with $t$ and it seemed as though none of them spoke english .,38,-1
keyboard,even though the computer is larger they did not make the $t$ larger .,11,-1
