target,text,indices,label
britney spears,loves $t$ ! she is awesome : d,1,1
britney spears,"cracks me up too ! this pothole commercial for geico cracks me up . '' soooooooooo . . ok , bye ! '' sounds like $t$ .",25,0
barack obama,"$t$ enlists doctors on health bill ! Staff Passes Out Lab Coats for Photo ILLusion , acting beneath the dignity of the office HCR",0,0
obama,$t$ and Osama are both in favor of war in Lybia LMAO obama,0,-1
britney spears,beautiful new standard . accujazzradio my first time seeing a $t$ song played as jazz .,10,1
kindle,level26 please pick me for the pod touch . then i wo n't have to buy a $t$ .,17,0
lindsay lohan,"kelly , actually this is the real $t$ ... sevinnyne6126 , it is a verified account . the other is not her . sorry",7,0
john mccain,William Ayers says $t$ is a war criminal . . This coming from a guy who has killed . . men woman and children of his own people . . Classic,3,-1
britney spears,"$t$ wants custody of kids - now , damn it ! k-fed & britney spears youtube chili ' child support !",0,1
xbox,$t$ live : jakobb is currently online . playing left 4 dead 2 demo . campaign - expertthe parish - part 2 . -LRB- xbox live nation -RRB-,0,0
obama,Subscriber Content Read PreviewSarkozy Faces Tough Pitch to $t$,8,0
harry potter,out of all the $t$ the only one i didnt mess with was goblet of fire . because i read that book and it sucks because it was sooo off,4,-1
britney spears,i love $t$ !! : $ she 's well gid !,2,1
harry potter,Sooo I 'm watching $t$ cause I hate going 2 sleep this early . . imma end up waking up around 3am ... then imma b tight . . Sleep go away !!,4,0
hilary swank,"$t$ : elle dort nue , envers et contre tous ! : hilary swank , propulsée au rang de star gr & agrave . .",0,0
nick cannon,This nigga cory gunz is dumb as fuck you turn down a million dollar deal with YM/CMB and . Signs to $t$ mother fucking nick cannon - __ -,21,-1
iphone,iraft is such a good $t$ application,5,1
ashton kutcher,noticias $t$ and Demi Moore Launch ' Real Men Do n't Buy Girls ' Campaign -LRB- VIDEO -RRB- .,1,0
lindsay lohan,$t$ ordered to appear in court . get the full story at flylip celebrity news and gossip,0,0
soulja boy,NP $t$ - -LRB- 1UP -RRB- my utter-utter-utter Bullshit ... my ears are Bleeding .,1,-1
lady gaga,Goaly Moly : Daniel Radcliffe admires $t$ 's flamboyant support of gay rights .,6,1
barack obama,What has been $t$ ' is biggest mistake so far ?,3,0
britney spears,"waw justin bieber yg one less lonely girl ada di posisi ke 26 di chart 100 billboard , $t$ yang 3 malah langsung nmr 1 -_-",18,0
lady gaga,$t$ 's Mother will be joining her on tour to make sure she does n't drink too much . She is said to be worried about her health .,0,-1
madonna,I bloody love you $t$ you bloody legend ! xxxxx wish I could be like you .,4,1
britney spears,"seriously , foramilliondollars i would kiss $t$ : -RRB-",6,0
britney spears,$t$ ' s single 3 reaches no 1 in the us : singer is happy her fans like the song,0,0
lady gaga,binxdecosta and three shots of vodka mixed with monster mixed with rockstar mixed with $t$ 's po po po po pokerface mixed with FUCK !!!,14,-1
ipad,CNET : Take notes by hand -- on the $t$ : One promise of the ipad was that it would be great for students . A new note ... .,9,1
sarah palin,9 looks like a little $t$ lol she 's cute ! - thumbs up,5,0
lindsay lohan,"'' and rock and rock , he 's a good one ladies . . i might need him for another class , or after . '' roflrofl , $t$ movie .",28,0
lady gaga,"I mean if someone as grotesque & hideous as $t$ can do it , you 'll be fine .",9,-1
harry potter,There 's no hogwarts without you hagrid i love $t$ ! Abc family is my best friend .,9,1
iphone,"lose it ! rocks , but i ca n't seem to get it to transer my data from itouch to $t$ after backup/restore . any suggestions ?",20,0
google wave,seems like everybody is getting $t$ invites except for me ! boohoo . . anybody have an extra invite they want to share ?,5,0
wii,nintendo is the master of putting forth minimal effort and receiving maximum profit . new super mario brothers $t$ looks horrible,18,-1
harry potter,Someone like $t$ ? I love ♥,2,1
lakers,'' hornets : Hornets sign free agent center D.J. Mbenga . The former $t$ appeared in 49 games last season for LA . '' < :-LRB- I love mbenga ouch,13,0
ipod,i hate playing hide & seek with my $t$ !,8,0
nicki minaj,Boutta Put On Ma $t$ N Get ready,4,-1
katy perry,infect me with your love and fill me with your poison . eek ! i love $t$ so much :-RRB- -RRB- -RRB-,16,1
madonna,smellycents I hope $t$ Buder made the cutoff . Her story is an inspiration to anyone who thinks '' I ca n't do that '' ironman,3,0
hillary clinton,$t$ must retract remark about Sri Lanka using rape as war tactic - SL foreign minister Bogollagama tells US ambassador Butenis,0,0
iphone,am i the only one having problems w | aim on the stupid $t$ ??,13,-1
harry potter,"Villains We Love : Lucius Malfoy - cinematic : I love the $t$ series -LRB- books and movies -RRB- , and I care ab . .",12,1
george bush,"you try to mess with obama , you 'll get a bullet in your head , courtesy $t$ .",17,0
lindsay lohan,is $t$ being a bad girl ?,1,0
charlie sheen,$t$ might think he 's winning but he 'll die like everybody else he better look 4 someone who 'll offer eternal life Jesus - > ftw,0,-1
hillary clinton,$t$ hails special relationship - Times Online : Telegraph . co . hillary clinton hails special relationshipTime,0,1
oprah,$t$ and Elie Weisel during Auscwitz Part 1 .,0,0
bill gates,"`` Only through focus can you do world-class things , no matter how capable you are . '' - $t$ quote",19,0
madonna,fucking $t$ '' What the hells a disco stick ? '' ... aww funny lol,1,-1
john legend,"' I Love , You Love ' by $t$ is a damn lullaby ... about to put this ONE song on repeat tonight . shoot",8,1
justin timberlake,"$t$ N TIMBALAND . . that 's a BOMB . . plus KERI HILSON , NICOLE SCHERZINGER , and BRANDY at Shock Value Tour . . dats boom !!",0,0
google,Youtube is now going to transcode all new uploads in WebM format regardless of resolution . Great news ! . $t$,20,0
steve jobs,'' I wish they had something called anti-social media . Now that I would join '' . Fake $t$,18,-1
lindsay lohan,i favorited a youtube video -- f1 rocks ! part 2 $t$ introduces no doubt,11,1
lindsay lohan,"news : `` $t$ ' s family is planning to stage an intervention . '' i hope lindsay does n't read this , would kind of spoil the whole thing . .",3,0
katy perry,nowplaying $t$ - Who Am I Living For ? myplaylist,1,0
sarah palin,'' Do it because it 'll make $t$ go rogue in her pants . '',7,-1
harry potter,I love $t$ . < 3,2,1
george bush,what has obama done ? u act like he has made sum miracles or something . . he is the african $t$ . . after all they r related,21,0
britney spears,"j' adore the new shakira cd !! it 's totally different , a little $t$ like but i love it . makes me shake my ass like a donkey !!",14,0
justin bieber,Actually killing myself laughing at the $t$ / slipknot mash up . I actually think its pretty good !,6,-1
madonna,"And in regards to $t$ , she spent years being an LGBT/AIDS activist , so I think she 's proven herself a supporter already .",4,1
nick jonas,"I mean , i have nothing against Selena , but i really do think she is using him . Just look at Taylor Lautner and $t$ . All for publicity",25,0
psp,that 's way better than a $t$ and the latest gta,6,0
britney spears,$t$ new song is about a threesom . but its 2 guys one girl ? i believe that 's called a gangbang . dirty britney - eww,0,-1
sarah palin,Women groups in Alaska against $t$ -LRB- for firing a top-cop against domestic violence -RRB-,5,1
ipad,just remembered I had a dream last night where I was using an $t$ - whatever could that mean ? : - -RRB-,13,0
britney spears,listening : $t$ - crazy,2,0
google,my $t$ Chrome flash plugin crashes everyday -- that 's why I hate it . It happens because it sometimes lags and I get impatient . clickclick,1,-1
lakers,Shout out 2 $t$ follow back if you love the lakers like we do,3,1
harry potter,"Colin , with the scar on your forehead , are you $t$ ' is cousin ?",11,0
google wave,"hey , guys -LRB- and gals -RRB- . i am shamelessly looking for $t$ buddies . any yeah lib . tweeps want to share wave addresses ?",13,0
alex rodriguez,Madonna and $t$ Sex Tape Scandal : Who was involved in the hottest celebrity sex tape scandals ? celebrity ... .,2,-1
britney,"i 'm mortified when i was downloading $t$ songs it said similar artists '' paris hilton '' ... uhh yeah , okay buddy . falseadvertisement",7,1
britney spears,"who ? $t$ , lady gag or taylor swift ? x",2,0
snoop dogg,did a remix for clubs/our dj family for our new single '' If I Was You -LRB- OMG -RRB- '' - FM ft $t$ . Listen + Download link : .,23,0
britney spears,omg dumb and dumber are trashing $t$ ' oops i did it again,6,-1
justin bieber,3 -RRB- My birthday is the same month as $t$ 's : ' -RRB-,9,1
justin bieber,Next to You by $t$ AND USHER ! . via youtube,4,0
kindle,orbit 's november $ 1 book for $t$ : blood ties by pamela freeman now avail for $ 1 in kindle ed at amazon,7,0
lakers,RT Static_SpaZ : right here RT BigJamaal : $t$ Where y' all at ?,8,-1
ipad,"CantKnockHisHustle :-RRB- RT Nectar_Imperial : SteveJobsLovesYou RT lumidizzle : I want an phone , $t$ and a -LRB- continued -RRB- .",14,1
john mayer,"On the Record : Justin Timberlake , $t$ , The Rapture ytso",7,0
lindsay lohan,$t$ is having some sort of pill-swallowing mental breakdown on twitter ... i must admit in mildly amused,0,0
obama,Ron Paul & Judge Napolitano : $t$ 's Illegal War . No difference between Republicans & Democrats both addicted to war,6,-1
windows 7,i 'm starting to like $t$ . good so far,5,1
wii,what do you think of my nintendo $t$ console solution on fixya ? please rate !,7,0
madonna,Miley Cyrus no longer has a twitter ? hmm ... okay then . Now in other news : does $t$ not realize her music is horrible ?,19,0
steve jobs,if pasting $t$ ' head on Tinker Bell 's body is offensive then I do n't want to be inoffensive :,2,-1
lindsay lohan,revisiting $t$ ' s glory days,1,1
ipod,it took too many hours to get my itunes right . i was going to finally upgrade to a $t$ classic but my shitty town does n't have what i want .,19,0
ashley tisdale,$t$ -LRB- Finally -RRB- Buys a Birkin ! : Courtesy ashley tisdale ; Inset : StartraksThe wait is finally over : Aft ... .,0,0
lakers,RT Sheila_So_Sexy : RT tastemypussy Who 's watching the sorry $t$ play 2nite ? < -- FUCK the lakers !!! If you not a Heat Fan ... StabY ...,10,-1
ipad,So pictures of flowers through email are the new way to show thanks :-RRB- ~ loving our 8th graders and their $t$ .,21,1
britney spears,like $t$ . what a hoebag,1,0
arnold schwarzenegger,friend : I ca n't believe $t$ is the prime minister of Canada WTF,6,0
russell brand,"shiteremakes Angel Heart . Robert Pattinson as Harry Angel , $t$ as the Devil .",10,-1
psp,for christmas can someone get me a new $t$ with little big planet please ! playing katamari on a broken screen is irritating now !,8,1
iphone,anyone have an $t$ charger on them today at asist09 ? not sure i 'm going to last the rest of the day !,3,0
lady gaga,MillaneBastos chicks giggle : : RT RicoLover : 24kRichBoy LOL those were $t$ 's words . You know my stance -LRB- continued -RRB- .,12,0
john boehner,"'' We 're damn serious about it . '' $t$ - If you 're that ' damn ' serious about it , are you not getting a paycheck next week either ?",9,-1
lakers,IDC that there 's 6 more Preseaon games . I rejoice in the return of the NBA and my LA $t$ ! Haters stay pressed in the line to the left . < 3,20,1
wii,"just saw a game for the $t$ from the foodnetwork . i love the foodnetwork , but a game ? really ?",6,0
ipad,RT TeacherInMe : 4 AWESOME drawing apps for $t$ . -LSB- video -RSB- ipad children kids apps autism sped specialneeds,8,0
britney spears,"thank you , $t$ , for ruining my favorite number 3 .",3,-1
windows 7,that was easier than i thought ... got a vista computer and $t$ computer to share nicely . i learned how both os are same yet different .,12,1
lindsay lohan,"$t$ hits rock bottom deadly diet of '' vodka , cocaine and piles of prescription pills . '' caroline look she 's living the life !",0,0
nicki minaj,When a $t$ song comes on .,2,0
soulja boy,my befriend just quoted $t$ . fail !,4,-1
britney spears,i love this song ... 3 by $t$ . ...,7,1
iphone,is anyone else having problems sending/receiving texts on their $t$ -LRB- at & t -RRB- today ?,9,0
britney spears,halloween : dress just like us ! : i have donned many a get-up for halloween : $t$ at the superbowl rea . .,17,0
george bush,less than a year and obama wins a nobel peace prize ... $t$ must feel like a real assholio !,12,-1
psp,"the best benefits of the sony $t$ : if you 're looking at owning a sony psp or you already have one , it & 82 . .",6,1
google,RT hey_virg anybody have $t$ talk or whateva that shit called,4,0
joe biden,". After all the attacks by $t$ , Dennis Kucinich , Hillary Clinton will Obama be damaged goods ... egypt sport news : -RRB-",6,0
russell brand,SoRihanna.com Rihanna thought Russel was an idiot - One India : $t$ might be a comedian and hu ... . rihanna,11,-1
harry potter,awesome night ... spooned while watching $t$ movies lol .,6,1
britney spears,"$t$ is alive and well , contrary to docs we just got .",0,0
barack obama,Party in the what House ! $t$ will host Fiesta Latina in honor of Hispanic Heritage Month .,6,0
lindsay lohan,"ha x -RRB- i don hate $t$ that much , i just hate her because shes been a total slut lately lololol",6,-1
iphone,what 's good som ? got an $t$ now ...,7,1
britney spears,"terjebak dalam kemacetan kemang with wife , while listening to $t$ from the radio . why my thumbs suddenly ca n't stop moving ??",10,0
shakira,$t$ and pique 2011 . advertisement : shakira and pique 2011 . shakira and picnic photos 2011 . The Best pictures of ... .,0,0
lindsay lohan,how bad was $t$ ' s ungaro collection ?,3,-1
britney spears,"i love that song :-RRB- 3 '' $t$ '' your beautiful , btw : -RRB-",7,1
kindle,wah ! did n't get your pretty summer cover on my $t$ . fun2 finally have covers in my office,11,0
psp,do you want free stuff i got a site and leave me your email and i will invite it is true because i won a $t$ 3000 on this site,25,0
obama,Donald Trump over here talking about Prez $t$ needs to show his birth certificate ... FUCKING IDIOT !,7,-1
britney spears,$t$ love you * - * britneypromote3,0,1
harry potter,you know you bad when you walk through life with NO FEAR . We living with Demons and Satan 's Angels all around us like Death Eaters -LRB- from $t$ -RRB-,29,0
harry potter,"Dear santa , I would really love to get edward , ron , the twins $t$ . Black And maybe snape for christmas :-RRB- thanks !",15,0
lakers,tastemypussy I like you ! You hate the $t$ as much as I do ! goboston !,8,-1
google,RT Matt_Muir : This is fucking wonderful . Great presentation from $t$ containing the best online creative of the year : . ...,11,1
xbox,get halo best game on the $t$ in fact only game or do i need more games,6,0
britney spears,$t$ as well if you seek amy -LRB- fuck me ! -RRB-,0,0
hilary swank,breasts tits knockers $t$ nude pictures . emmy-winning celeb shows off her huge boobs . impressive rack !,3,-1
harry potter,victoriajustice Go see $t$ !! Its amazing !,3,1
wii,atvi_bernard iasg14 i was able to get into the $t$ music store on gh5 on my wii . can you try again ?,9,0
wii,"$t$ reviews : shaun white snowboarding : world stage : extreme sports , from ubisoft",0,0
al gore,Cool It -LRB- 2010 -RRB- A reasonable and intelligent alternative to $t$ 's exaggerations . 7/9,11,-1
britney spears,photos from the gorgeous $t$ ' set of the '' 3 '' music video :,4,1
hillary clinton,Booker Tweet : Did n't $t$ deserve the peace prize for making peace between . .,5,0
psp,wow lot of 128 ps3 - $t$ - ps2 - wii - gamecube - box - box 360,6,0
barack obama,"$t$ Getmo is open , troops in Iraq , China no Climate change , Iran more nucs , No Olympics . no cap & tax , no Gov . HC , losing Afgan tcot",0,-1
harry potter,$t$ ! Woohoo ! You are all fabulous at harry potter trivia ! congratulations to winner number 9 AngryBrownGuy .,0,1
britney spears,omg twitter is killing me with these spam as followers especially this $t$ ish ughhhhh,12,0
john mayer,"And here I am , sleeping alone in the dark , listening to '' Dreaming with A Broken Heart '' - $t$ . Goodnight ... .",21,0
lindsay lohan,i know it was a joke . she is a sicko $t$ fan . there where pictures from will with what looked like a herpes on her mouth .,11,-1
iphone,doom classic for the $t$ . brilliant bought !! fb,4,1
ipod,in minneapolis for the weekend . beginning the drive from hell but at least i have the girl with the dragon tattoo on my $t$ .,24,0
britney spears,has any other nyc people seen the absolutely terrible bowl • mor $t$ ads ? the ones that kinda look like photoshop threw up ?,12,0
nick cannon,$t$ Is Sum Shit,0,-1
britney spears,"your my hero ! < 3 and like besides $t$ , your the prettiest girl everrrrrrrrrr .",9,1
harry potter,". . No , no , it 's perfectly normal to be in love with a $t$ actor at 23 . If you are an insane person .",16,0
lindsay lohan,'' damn they just aired $t$ on e ! with a low blow lol this dude said she making a clothing line . the 1st line she had that did n't ...,5,0
lakers,WEEJAY619 I hate the $t$ lol,4,-1
britney,"Demi Tomato , Selena Guava , Miley Citrus , Hotnas Brothers , Taylor Sweep , Lady DaDa , Bruno Jupiter , $t$ Pears , Katy Berry . epic",21,1
jimmy carter,"yo barack , i 'm really happy for you , imma let you finish . but $t$ had some of the best peacemaking efforts of all time ! of all time !",16,0
kindle,i hope windows 7 is on point . have you seen the nook from barnes n noble ? look better than the $t$,22,0
shaq,"$t$ is questionable , Von Wafer is day-to-day , and Jermaine is out for the Celtics ... Wish our C 's luck as they look to carry momentum",0,-1
tiger woods,$t$ going for gold in 2016 olympics . I think he will get it .,0,1
xbox,otx : $t$ 360 games switching to ps3 for modern warfare 2 and assassin 's creed 2,2,0
psp,what are some websites that are good for downloading $t$ movies ? : i tried torrent but it started messing up my . .,9,0
lindsay lohan,"ha , uncle obumm , rhymer ! someone please shoot me ! $t$ is freaking lame . what a freaking pain",12,-1
jimmy fallon,I never cared about James Marsden much until I flipped by $t$ 's show tonight and saw his impression of John Malkovich .,11,1
micheal jackson,i ca n't wait to see the $t$ this is it movie . . ima probably cry real talk . . r.i.p MJ,7,0
sarah palin,"Michele Bachmann is such a dumb ass . Do n't know who has more sense , you or $t$ . The Jury is out on that .",18,0
lindsay lohan,lol i just made a $t$ voice . funny shiiizz,5,-1
tiger woods,"SAN FRANCISCO -- $t$ provided a fitting conclusion Sunday to a perfect week at the Presidents Cup , for . .",3,1
britney spears,$t$ release party :-RRB- ... i love la land !,0,0
lindsay lohan,i 'll do it ! i swear so help me budda i 'll do it ! i 'll go chris_crocker _ on your ass if you do n't leave $t$ alone !,29,0
kim kardashian,"And then Pharoah did n't let my people go , even though they were hilarious , so God sent plagues like boils , lice + $t$ . - Passover",25,-1
britney spears,i love $t$ new song '' 3 '' so good hahaha,2,1
windows 7,"confirmed : netmeeting runs in experience mode on $t$ . is it fast ? no , not really . but it might do in a pinch .",8,0
britney spears,oh wow john and edward doing $t$ = the hardest ive laughed in ages,6,0
lakers,$t$ ARE FUCKING HOT . .,0,-1
miley cyrus,☑ Actress ☑ Singer ☑ Role Model ☑ Beautiful ☑ Amazing ☑ Adorable ☑ Funny ☑ Inspirational - $t$ . We ♥ Cyrus,18,1
steve jobs,"Your work is going to fill a large part of your life & the only way to do great work is to love what you do , ~ $t$",28,0
psp,do n't get the $t$ go ? compare it to any other portable gaming device . now you understand . you 're not getting god of war and get anywhere else .,4,0
charlie sheen,the chuck norris jokes are old ... replacing chuck norris with $t$ is n't funny either,11,-1
nick jonas,That awkward moment when you 're gon na give $t$ a hug but he high fives you because hugs are over-rated to him .,9,1
kindle,$t$ ' is like an book reader . . much like the pod is for music . am i right ? ratichaudhary,0,0
wii,bought her friend a $t$ ... just ' cause .,4,0
nicolas cage,$t$ is not responsible for his financial irresponsibility -LRB- e ! online -RRB- : when it comes to taking the blame for . .,0,-1
kim kardashian,"I get the pattern where justin likes beyonce and $t$ -LRB- big asses -RRB- , but then there is selena ... no ass no boobs . she was bornthatway",9,1
tiger woods,golf Presidents Cup : $t$ exacts some revenge in clinching win : A perfect 5 - 0-0 run to lead the you ...,4,0
britney spears,quaal a melhoor lady gag ou $t$ ?,6,0
lindsay lohan,$t$ as the dust continues to settle around the disaster that was lindsay lohan ' s debut collection for . .,0,-1
harry potter,ohhaiharlee I LOVE how you call me a nerd when I talk about how much I love $t$ in seventh pd and you -LRB- continued -RRB- .,17,1
britney spears,NP $t$ - why should I be sad,1,0
sarah palin,"Who is that guy ? I never heard of him . Obama trashed $t$ during the election , both parties guilty nsacar",13,0
john boehner,Obama and Boehner Are Budget Deal 's Odd Couple - The Daily Beast : The deal brokered by Barack Obama and $t$ helps the presid ...,21,-1
harry potter,"ha watched the first and second $t$ movies , just realized how much I love them , lol",6,1
lakers,Typical big noting -LRB- ... mega jealous ? Who ? Me ? -RRB- RT Bradwal Just been $t$ NBA pre-s game . Awesome . Kobe and Gasol great to watch .,17,0
steve jobs,"Rumor has it that $t$ ' lip prints are on every Mac , he having given each a kiss of blessing , but I do n't believe it .",4,0
nicki minaj,$t$ is crazy . Lmao with all those damn accents . Well we all a little ' crazy . * shrugs *,0,-1
ipad,Got my $t$ . Yay ! I love the open commerce the Interwebs gives us .,2,1
britney spears,i guess we all do get pissed off when we wake up from a good dream suppose it 's just more profound when $t$ says it . * blankstare *,23,0
harry potter,... Um ... A beer being chased by angry peanut butter jar holding a pb making machines ? ... No $t$ references ?,20,0
taylor swift,"$t$ was a FIVE SEED in the Esquire Sexy Bracket ??? DIE IN A FUCKING FIRE OF YOUR OWN BURNING , AWFUL , PUSSY LYRICS , BITCH .",0,-1
britney spears,"heaven on earth ~ $t$ x -RSB- it 's the perfect song , for me ... d : - gasp - i 'm being concieded .",4,1
tiger woods,'' ESPN PGA - Golf will be added in the 2016 and 2020 Summer Olympics ; $t$ has indicated he would play '' its about damn time !!,16,0
windows 7,i could kill that woman on the $t$ advert . you did n't invent a computer in a taxi . bimbo .,7,0
nicolas cage,watching honeymoon in vegas reminded me how awful $t$ is .,8,-1
micheal jackson,"listening to : Smile '' by $t$ , this song always seems to relax me .",6,1
britney spears,ohh i love $t$ rhythm ! ha i also love arabic belly dance :d i want to learn to dance it lol,3,0
madonna,rock the dub : -LSB- video -RSB- Lady gag With $t$ On SNL -LRB- -RRB-,10,0
windows 7,"did you upgrade to $t$ ? i cant get a fresh install installed , stupid drivers errors",4,-1
harry potter,Ohh I know am late . But I just saw $t$ last friday . Twas awesome !,10,1
obama,$t$ : Gaddafi has to go but he can stay ????? WHAT ? Via 4paulryan,0,0
harry potter,Would you pay more for an ebook in advance of print ? I guarantee you $t$ and Dan Brown fanatics would . TOC,15,0
george bush,obama wins the nobel peace prize simple because he is not $t$ . congratulations on not being bush !,11,-1
hilary swank,watching million dollar baby ... absolutely love $t$ !,7,1
xbox,$t$ live : lilc lbw is currently online . joinable - playing gears of war 2 . private annex on blood drive . -LRB- xbox live nation -RRB-,0,0
barack obama,Iran NewsDaily : U.S. sees advance in Iran nuclear cooperation : President $t$ ' is top security ad . .,12,0
britney spears,seriously i don want fucking $t$ porno twitter following me,5,-1
britney spears,listen musicthe $t$ :d is really good : ; -RCB-,2,1
wii,"vino_aholic $t$ fit is fabulous - it sure is , even has a proper go at you when you do n't use it for a while !",1,0
lindsay lohan,"$t$ ' s probation extended , judge wants no more misunderstandings - access hollywood : lindsay lohan ' s probation ex . .",0,0
lindsay lohan,dina lohan `` begging '' lindsay 's friends to help her : $t$ ' s life is on a downward spiral . let & 82 . .,12,-1
psp,thank you bon :-RRB- i enjoy playing around with my $t$ program love all beautiful colors,10,1
britney spears,"john and edward for the win . singing $t$ , genius ! i love love love love love them ! and lloyd < 3",8,0
wii,new super mario $t$ got dumped early ... sounds like there 's some antipiracy stuff on it though,3,0
google,RT all_day_jay : RT hey_virg anybody have $t$ talk or whateva that shit called,7,-1
lady gaga,RT : sincerelyjaylyn embrcthemartian : Sooo my mom loves $t$ very weak / / dont be a hater / / iwas very thinking of you when she said that,9,1
lindsay lohan,"balloon boy caught in popular soho nightclub with coke nose , $t$ might not be far from the truth . thispassesassocialdiscourse",11,0
nicolas cage,two people liking $t$ does not mean they are soul mates .,3,0
britney spears,okay ive honestly had it with the $t$ sucking penis following me . . who is the owner of twitter ! i have a few choice words for them,7,-1
justin bieber,Why the fuck have I got $t$ in my head ? Time to listen to The_Blackout and try and rescue my sanity .,6,1
jimmy carter,"today , we have a president given to us by the democratic party , just like $t$ in the 1970 's . tcot",16,0
britney spears,"! bye_bye_love its a shame though . $t$ , nsync , and the backstreet boys have made jive .",7,0
lindsay lohan,$t$ looks really terrible these days .,0,-1
justin bieber,I favorited a YouTube video -- $t$ Hits On Barbara Walters The View ! - Runaw ... .,6,1
taylor swift,Did $t$ and Selena Gomez influence nikki Minaj 's next single ? .,1,0
harry potter,"Because you 're mom dresses like $t$ , your sexual desires are a little weird .",6,0
sarah palin,"JustLikeJesus - Except if $t$ was following me , I 'd turn around and tell her to eat shit .",4,-1
kindle,"happy birthday ! rt : billhibbler loving my new $t$ , courtesy of worlds greatest sister for my birthday . thanks mistykhan",9,1
iphone,shout out to the cute ass asian girl who hooked it up with my $t$ case .,14,0
harry potter,"Do n't try to text . I wo n't receive it . I am in the worst mood ever . Doing a book project on $t$ , what else ?",25,0
steve jobs,I 'll b sure to get a copy of your book . Thanks 4 contacting me see !! Uncovering $t$ ' Presentation Secrets,19,-1
selena gomez,Perfect Couples : $t$ & Nick Jonas,3,1
wii,hey you ... im in my room relaxing with my gurls . . while there taking over my damn television playing my $t$ ... lmaoooo,22,0
madonna,Lady gag and $t$ kiss black guy : Author : smajmal62 Keywords : Lady gag . .,3,0
lindsay lohan,"whats the deal with $t$ . . she 's 23 , looks 43 and acts like she 's 13 . . hahahaha . . lol",4,-1
harry potter,"Emma I 'm your fan I love $t$ I 'm from Brazil if someday you come here in Brazil , please let me know I 'm your number 1 fan",7,1
windows 7,"i got bored tonight , so decided to infect my macbook professional with $t$ ... hmmm . .",13,0
ipad,RT PBS_Design : An application to '' enable the $t$ to work like a Waccom . '' / via VonsterWOW ! THAT would be awesome .,9,0
harry potter,$t$ is idiotic and annoying . Why are there 7 books and he 's STILL alive ?,0,-1
ipod,good thing i remembered my $t$ this morning . too bad i forgot my headphones .,5,1
harry potter,I had a crazy $t$ / star wars crossover dream last night . It was awesome !,4,0
kindle,"o_o ; please , everybody is copying the amazon $t$ . barnes & noble sued over nook design",9,0
britney spears,"musicology 187 - when you beat a dead horse , you ca n't complain when it starts to smell like $t$ - ...",20,-1
selena gomez,"AUSTRALIA IS THE BEST DAMN COUNTRY IN THE WHOLE WIDE WORLD ! THANK YOU $t$ , JUSTIN BIEBER AND CHRIS BROWN ! THEY ARE ALL HERE !",14,1
hilary swank,amelia and then new moon ! fall has so many great movies in store rt i want this wardrobe : $t$ in amelia,20,0
harry potter,"is debating what dvd to watch next , still in robert pattinson mood so maybe $t$ or dvd that miss h got me",15,0
iphone,"the evil that men do - $t$ worm installs photo of rick astley as wallpaper . oh the horror , the horror .",6,-1
selena gomez,Big News From The Sweet Couple ! Justin Bieber Celebrates His 17th Birthday With $t$ .,14,1
xbox,lesson learned today : tiger woods on the $t$ is way easier than golf in real life .,8,0
sarah palin,i know if kept quiet my dear leslie marshall can support a 2012 ticket of RON PAUL & $t$ becouse you love america ! : -RRB-,18,0
khloe kardashian,$t$ upset over weighty subject and Lamar Odom 's refusal to clean up : Respect the game ; respect your ... .,0,-1
xbox,"yes , last.fm on $t$ is ace . sky player does n't miss a beat , either . finally , some xbox love for the uk .",4,1
barack obama,"The Colbert Report - Intro : Oct 12 , 2009 : The world has a peace prize in its pocket for $t$ , Dr. Sanja . .",21,0
britney spears,"$t$ , the go-go 's , duran duran , sting , reo speedwagon , air supply , morrisey + 100 's more !!! rock & roll tee 's www.vintagevampe.com",0,0
jimmy carter,"forabilliondollars i 'll punch $t$ in his face , lmao",4,-1
kim kardashian,$t$ has the personality and charisma of the drapery hanging in an economy suite at a Comfort Inn .,0,1
ipod,does anyone know of any thingys which convert youtube videos into videos which can go onto your $t$ ? if that makes sense : -RRB-,17,0
harry potter,"If $t$ ' is so damn magical , why the heck ca n't he cure his eyesight ?",1,0
nick jonas,"The awkward moment when Rebecca Black actually thinks $t$ likes her song , when he 's really just making fun of her . thatwasawkward",8,-1
justin drew bieber,$t$ is the dream of millions of gals . . He 's an inspiration to all . . How awesome is that !,0,1
iphone,cool ... i 've been debating between an $t$ and the droid . thinking i might pick up a droid in a few months .,8,0
britney spears,$t$ lucky makes me sad : -LRB-,0,0
lakers,I hope Scaramento Beat the fucking $t$ !,6,-1
souljaboy,God bless $t$ and his family,2,1
kindle,fighting identity theft ! : how to protect your personal finances - by carolyn warren - $t$ edition .,16,0
sarah palin,Not since Charo 's book '' Cuchi-Cuchi '' has the world so anxiously awaited release of anticipated literary masterpiece of $t$ ' s book . .,20,0
lakers,Hate those fuckers RT SkyArticless : RT JewleeB : $t$,9,-1
selena gomez,100factsaboutme 3 . I love justin bieber and $t$ : -RRB-,8,1
windows 7,"just plugged in my very old printer , hoping it would work with my new laptop . within 5 minutes , $t$ found & loaded the driver . awesome",21,0
micheal jackson,GO GO GO JORDAN !!! oh and she 's dancing a tribute to $t$ . yes baby . loveeee you !,13,0
ipod,$t$ messed up again because i went to install winterboard and it camera up with restore again !! : -LRB-,0,-1
wii,just made my budget for the next month . i might cry looks like i wont be getting a $t$ or a flat screen or more furniture any time soon . fml,19,1
