target,text,indices,label,tweetID,type
tuition fees,Cut in student $t$ funded by cutting tax relief for £150k a year pensioners - also to increase help with student living costs # ge2015,3,1,571283448784154624,topic keyword
nhs,We could save money on the $t$ if we improve the quality and supply of housing # BattleForNumber10 # homesforbritain,6,0,581209408056741888,topic keyword
skynews,"Tax rates over 35% means losing revenue , # $t$ . Really ? Which EU countries have a top rate of only 35% ? Tax avoiders don ' t care . # GE2015",9,-1,578506776099831809,ne
@UKLabour,"Ease # fracking laws or we’ll pull out , warned Cuadrilla & what did @ David _ Cameron $t$ @ LibDems do ? http :// t . co / p98Qelvo0g # GE2015",18,-1,565950312742420480,ne
gp,A & E crisis is caused by patients not willing to wait to see a $t$ and going with minor issues that don ' t actually require A & E care # bbcqt,15,0,573629247564181504,topic keyword
welsh,"# bbcdp Devolution is like the emperors new clothes - it is a total waste of taxpayers money . 300 Solution and no scots , $t$ etc saves £43B",25,-1,570519578775855105,ne
eu,# BattleForNumber10 So Miliband has fucked himself there ... I MAKE NO BONES ABOUT IT !!! As we need a referendum to decide on the $t$ !!,25,-1,581212956991602688,topic keyword
osborne,"£30bn more cuts by 2017 promised by $t$ - that ' s your housing benefit , social care , JSA , pension etc . Think before you vote ! # GE2015",7,-1,578626263071518721,topic keyword
george osborne,Bank of England issues negative inflation warning to $t$ http :// t . co / ue8dbKHqGu # bbcqt,8,-1,566010860867710976,ne
nurses,"# BattleForNumber10 Macmillan $t$ aren ' t what we mean when we complain about you privatising the NHS , you bastard !",3,1,581208938491863040,topic keyword
landlord,# BattleForNumber10 We need more # social housing and BIN the private $t$ racket rt,12,-1,581212262972723200,topic keyword
surgery,Make the GP’s $t$ in a pub # bbcqt,3,1,566019186082590720,topic keyword
scotland,# GE2015 can ' t # $t$ have same powers to allow housing element of # UC to go direct to landlords as # northofireland @ snp @ scottishlabour,6,1,572908043681320961,add
budgets,Whoever leads the largest party may be unable to cobble together a coalition that gets $t$ through or wins votes of no confidence . # GE15,15,0,576126568201891840,topic keyword
education,"$t$ , schools and universities : # GeneralElection2015 policies of the political parties . Via @ tele _ education http :// t . co / VrO4S0YuSN",0,0,577847845807587328,topic keyword
ukip,# bbcdp Cameron ' s speech about pay rise dose this mean he will honour # NHS 1% pay rise or will he show Tory ' s true colours # $t$,30,1,565123731304247296,party keyword
royal college of gps,If GPs fail then A & E will collapse says Dr David Paynton of $t$ on # bbcsp South,14,1,572001068500058113,ne
tory,The economy isn ' t growing because of the $t$ economic plan but despite it . # BattleForNumber10,9,0,581201089351041024,party keyword
wish scotland,$t$ voted YES in the # Indyref so people could see what havoc a Socialist Government can wreak on a country ' s economy # bbcqt,0,-1,573627794611138560,ne
pension,Zero - hour contract was exploited by Cameron by forcing people into it . Then has the liberty to call it ' unemployment cuts .' $t$ ? # bbcqt,25,0,581230937154945024,topic keyword
eu,From last night’s # bbcqt : the UK has had more jobs created than in all of the $t$ put together in the last 5 years ( 1000 / day ). (@ TechDrift ),18,-1,579012882718961665,topic keyword
fracking,"@ Hill _ MP Mike , Will you be signing up to the # frackfreepromise ? You can do so via this website https :// t . co / 7dVJeCJtvD # GE2015 # $t$",33,0,581846568329977858,topic keyword
george osborne,Twice as many people want $t$ to be Chancellor ( 40% ) as want Ed Balls ( 20% ). Britain wants a man with a plan . # bbcqt,5,1,578690443011059712,ne
immigration,It ' s very clear that Ed Miliband & Labour cannot and will not deal with the issue of $t$ . Only @ UKIP will do that # BattleForNumber10,19,-1,581216918603972608,topic keyword
inflation,"The FTSE100 is a a record HIGH , $t$ is at a record LOW . Wage increases UP , Unemployment DOWN ! Good job I ' m not a cynic ! # GE2015",8,1,580306587794931712,topic keyword
cameron,I ' d like $t$ to explain why he ' s selling off the NHS to Tory owned companies but yet still says the NHS is safe ? # BattleForNumber10,4,-1,581207960170426369,ne
chancellor,@ zerozzyzzz Shocking - why didn ' t he get two copies for £1 from Poundland - not looking after taxpayers funds = unfit 2B $t$ # bbcdp,25,-1,578543539434442752,topic keyword
british,And maybe if you backed oil exploration and fracking the EU could rely on $t$ oil and energy and not Russian oil ? # BBCQT,14,1,566012631551836161,ne
prison,"Paxo is working Cameron over ,, like a $t$ gang leader teaching a new fish that he has to give up the booty .# GE2015 # thebattlefornumber10",8,0,581203223891091456,topic keyword
a&e,Glad there seems to be a consensus among the # bbcqt panel that charging $t$ patients isn ' t a goer .,14,0,566019333403729920,topic keyword
come,"$t$ on Ed . People want hope . No - one should be in poverty , lacking a secure job or affordable home in 6th biggest economy # BattleForNumber10",0,0,581211550561792000,ne
@IainGrayMSP,"$t$ @ kdugdalemsp # bbcqt Kezia says she wants "" education and integration "" how far with faith schools will she go ? Merge ? # yes45",0,0,573967502344069125,ne
labour,"I will vote $t$ . One reason , George Osborne doesn ' t even have a degree in economics , and he ' s the chancellor # BattleForNumber10",3,1,581214014920908801,party keyword
gps,"idiot starts answering before she ' s even understood the question - GP services are NOT performing well enough , more $t$ ! # bbcqt",21,-1,573628117857792000,topic keyword
labour,"This $t$ pledge is disgraceful . 1 , 000 new nurses BECAUSE it ' s more than SNP ?! No way to run the NHS ! Absurd # bbcqt http :// t . co / DYEKGco1Wb",1,-1,573640318240878592,party keyword
hs2,"# GE2015 Vote UKIP = 2015 EU vote , controlled immigration , no $t$ , grammar schools , £3bn extra NHS spending , Brits jobs priority , local referendums",13,-1,582452762316812288,topic keyword
eu,"# bbcqt There will be another World War within 5 - 10 years , too late to stop the momentum of # IS # $t$ # Lefties & # Ukraine",24,-1,566012108689907714,topic keyword
landlords,Housing benefit goes to $t$ ! # bbcqt,4,0,578701669841653761,topic keyword
tories,Balls : utter nonsense ( Lab deal with the SNP ). The only party to do a deal with the # SNP is the $t$ in Scotland # Marr # GE2015,24,-1,577037613103759360,party keyword
tax evasion,@ bbcquestiontime HSBC has been exposed . I wonder what the rest of the industry has done and who else has benefited from $t$ # bbcqt,23,-1,566006055566848000,topic keyword
@theSNP,@ ScotlandTonight @ NicolaSturgeon Pretty satisfactory . Rule out # fracking and # TTIP for good and I ' ll be a happy man ! $t$ # GE2015,25,1,571030571402575872,ne
budget2015,If things are so fantastic why has # Cameron had to be dragged kicking & screaming to # tvdebates he originally encouraged ? # $t$ # bbcdp,24,-1,578256190624378880,topic keyword
banking,"Flint misses the opportunity to point out Heseltine ' s obvious mistake re economy , $t$ crisis and govt non - involvement # bbcqt",15,-1,568544298792329217,topic keyword
economy,I rate Cameron for making our $t$ grow and reducing our deficit but the way the Tory ' s went about it was horrid # BattleForNumber10,6,1,581204772461613057,topic keyword
taxpayers,"Every # Labour announcement makes pensioners & $t$ poorer , so easy choice in # GE2015 # GE15 # Marr # bbcsp # Murnaghan # bbctbq",7,0,574497133841268736,topic keyword
miliband,"Decent answer by # $t$ on EU , I think he set out his position clearly , don ' t know what Kay Burley is talking about ! # BattleForNumber10",4,1,581212994509606912,ne
labour,"so SNP / $t$ basically saying "" George Osborne didn ' t cut fast enough , so that means we should be allowed in to cut even more slowly "" # bbcdp",3,-1,565478072913522689,party keyword
defence,"Tory Bob Stewart , former army officer , would like no limit on defence spending ! Our $t$ is whatever the US tells us it is .# bbcdp",17,-1,573819265561796609,topic keyword
pm,$t$ ' s statistic on 6% of NHS services provided by private companies is nearly a year out of date - he ' s only just started # BattleForNumber10,0,-1,581210042441039872,ne
taxes,@ oxjustice well I hope tax payer realise this at the # GE2015 & realise why they pay over the top $t$ depriving their families of wealth ?,21,-1,570369023612887041,topic keyword
wars,If folk in an enemy army want to surrender & give us information then great ! That ' s how you win $t$ # bbcqt,22,0,578696607211872256,topic keyword
@TheGreenParty,@ Hugh _ Small : We think austerity was brought in by a real crisis in Europe but we are not in the Eurozone # KCLEcon # GE2015 $t$,28,0,572428829127528448,ne
cyril smith,"Special Branch are the scum who engaged in state rape , perjury , intimidiating journalist who tried to expose $t$ , the rapist . # GE15",19,-1,580786315886764032,ne
labour,# GE2015 - we know the ConDems & UKIP would be a disaster for workers but please don ' t be fooled by # $t$ . They offer similar austerity .,24,-1,577802153986756610,party keyword
nice,$t$ point from Dimbleby about Welsh blaming Labour and English blaming Tories for their poor waiting times # bbcqt,0,1,573628091689517057,ne
iceland,"Tell people the truth in order to trade with Europe , in or out you have to agree with the EU T & Cs . Ask $t$ . # bbcqt",26,0,581237224508928000,ne
patients,"# bbcqt a nurse told me yesterday she frequently has $t$ who don ' t know why they came in . No obvious symptoms , 10 mins to find out # NHS",10,0,566020945287315456,topic keyword
england,There ' s a lot of disparate views about immigration in $t$ . Is there any research / comment on how EU feel about English migrants ? # bbcqt,11,0,581237276446969856,ne
a&e,You still need to treat patients irrelevant of the reason they are at $t$ . # bbcqt,13,-1,566018659374874625,topic keyword
cam,Pax : Immigration : how many people did you let in ? $t$ : We have cut non - EU immigration . EU imm is up because econ is good . # battlefornumber10,12,-1,581201548572798976,ne
isa,# bbcqt All Tory MPs want us to draw similarities with economy to home budgets but now trying to liken tax avoidance to legal $t$ ' S .,24,1,566011141672173569,ne
free schools,# bbcdp $t$ and academies a disaster ... we need local accountability ..... and no religion in any state funded schools .,2,-1,565476478104915968,topic keyword
janet street-porter,"OK teachers , $t$ says that UK kids should be better trained by schools ..... to work in hotels in Harrogate ! # bbcqt",3,-1,581238059989110784,ne
economy,"Issues that Labour are pathetic at managing : $t$ , foreign policy , immigration , benefits , UK spending , European Union # BattleForNumber10",8,-1,581367505781977088,topic keyword
a&e,So we need to tax the rich in rUK cause we are so poor in Scotland ... To allow poor Scots to spend less time in $t$ .. Dugdale laughs . # BBCQT,26,0,573629513566982144,topic keyword
@wself,$t$ absolutely right - if a politician could admit that the economy is mad and we have no control of it - I ' d vote for them # bbcqt,0,1,578703749708922880,ne
economy,The $t$ is 10 ' s of times bigger than the 1930 ' s so you have to be economically challenged to buy the # Labour gaff # bbcdp,1,0,574911145951256576,topic keyword
labour,"People should be blaming # $t$ for continuing with a Thatcherite economic policy based on the City , not cause they ' spent too much ' # bbcsp",5,-1,582132370083573761,party keyword
sajid javid,?! $t$ says rent control will mean landlords wont buy property to rent out . O - kay . So then prices will go down and ppl cld buy ! # bbcqt,1,0,578699970120970241,ne
@FT,"Tomorrow ' s $t$ front page : "" Osborne eases austerity in bid to spike Labour ' s election guns "" # GE2015 # Budget2015 http :// t . co / IoJx2Euk0F",3,0,578337987810844672,ne
landlord,"Yeah , rich $t$ , all those young people who can ' t afford to buy and rent out to others are all lazy ! All landlords are bastards . # bbcqt",3,-1,578700841076543489,topic keyword
pensions,# bbcqt Dia wants to cut all services to save money and then they ' ll be no $t$ or healthcare or security services or anything . Cheap .,18,-1,578695181630861312,topic keyword
union bosses,Red Ed doesn ' t believe that the British people deserve a referendum on the EU . Only HE and his $t$ know best . # BattleForNumber10,21,-1,581212860874928128,add
@RuthDavidsonMSP,Hat off to $t$ she has the balls to speak the truth where as @ kdugdalemsp has no balls to say @ scottishlabour were wrong # bbcqt,3,1,573623187939926016,ne
tories,"David Cameron won’t tackle large tax avoiders , will cause more harm to the economy… # $t$ # PMQs # LongTermEconomicPlan # GE2015",16,-1,568067642801721344,party keyword
nhs,@ David _ Cameron @ NHAparty http :// t . co / 4Z9HKGjgr9 SO what else has @ Jeremy _ Hunt lied about ? Stafford Hospital ? # GE2015 # liarinasuit # $t$,32,0,574537286731300864,topic keyword
pensioners,"Only the # Conservatives will look after $t$ # Labour will take things away & hammer their pensions , again # bbcdp http :// t . co / UxUJIno2nX",7,0,570203826910826498,topic keyword
minimum wage,# bbcqt A LIVING WAGE becomes the $t$ you stupid cow ! How did you ever become an MP ?,7,-1,581235547596853248,topic keyword
tony #blair,Corrupt war criminal $t$ ' s rats are running amok inside Labour today . If I was thinking of voting Labour today . I ' d stop . # GE15,3,-1,577548937487335424,ne
@NickyMorgan01,. $t$ doesn ' t fact we ' re heading towards deflation show @ Conservatives economic plans have failed over past 5 years ? # bbcqt,1,0,581230810071744512,ne
patients,GPs deny $t$ advance bookings via @ thesundaytimes please note Labour have exempted GPs from profit cap # GE2015 http :// t . co / aCYfAn0JlR,2,0,582111866484293632,topic keyword
nicky morgan,"$t$ , please just leave education to someone else . You ' re not quite as bad as Gove ( that ' s impossible ), but you ' re pretty bad # bbcqt",0,-1,581237468697124865,ne
oxford,@ BBCPropaganda I think you might find it is inequality of opportunity . # bbcdp Send a disadvantaged kid to Eton and $t$ and you have an PM,22,1,575274119555645440,ne
total,"$t$ tripe from EU - phile Davey . NATO is our defence mechanism , not the # EU . # bbcqt",0,-1,566011612520525825,ne
nhs,vat will go up ? tory said no vat increase last time ? referendum EU last time $t$ safe Last time lies and more lies # bbcqt,17,-1,581230714894606336,topic keyword
housing,Where ' s the debate on $t$ ? We need # homesforbritain and we need them now ! # BattleForNumber10,6,0,581214500604510208,topic keyword
osborne,Swing voters most trusted # Tory team # Cameron - # $t$ to manage the economy rather than # miliband -# Balls by 49pc to 20pc # GE2015,11,1,577548298157953024,topic keyword
@emptybullring,@ Thinking _ Major $t$ interesting that only Trident is coming up as a defence issue in # GE15 with no big party talking conventional,4,0,577580511679361024,ne
labour,# GE2015 # team2015 So : $t$ prefer class war to war on cancer ... war on profits to war on inefficiency ? Chilling if true . Blue is the colour,6,-1,581899724988510208,party keyword
iraq,"All we do is choose who to give power to through voting , and than they do wtf they want basically . LibDem tuition fees ? $t$ war ? # bbcqt",26,-1,566018123405737984,topic keyword
raf,"Police personnel cut , Police Helicopters cut , Police Horses cut , Army cut , Navy cut , $t$ cut . Actions of a responsible Gov ' 1 of 2 # bbcdp",18,-1,570535201622892544,topic keyword
nhs,"# GE2015 Cameron has done well with the economy but does he accept that he ' s absolutely messed up the $t$ , especially A & E ? ( Coz he has !)",21,-1,581203899002028034,topic keyword
income tax,VAT ( went up ) is a tax on some things . $t$ ( on all your money to spend ) went down . # BattleForNumber10,12,0,581202449119203328,topic keyword
nhs,"Labour ' s 5% cap on profit for $t$ private health companies is a very good idea , my taxes are for the good of people not corporations # bbcdp",8,1,581431273803145217,topic keyword
v high,Lowering tuition fees is nowt to do with a family ' s class - it ONLY helps $t$ earning graduates # battlefornumber10 http :// t . co / nDfvfI0mY4,17,-1,581211762554486785,ne
landlords,if $t$ don ' t buy houses for rent then they can be either sold to first time buyers or bought by the LA as social housing # bbcqt,1,-1,578699729988665344,topic keyword
benefits,@ D _ Blanchflower Rich people are told they will get tax increases by Labour but poor not told which $t$ will be cut by Tories . # GE2015,20,0,582176759958896640,add
ed balls,Labour ' s £6k uni fees means they ' re going into # GE2015 pledging to double fees from the level they were at with $t$ as Education SoS .,25,0,571594044045803521,ne
army,"of course the UK doesn ' t have an $t$ the size of Russia ' s ffs , we are a fraction of the size of Russia , would be daft for us to # bbcqt",9,1,566013915554148353,topic keyword
ed,"Before the labourites get too excited about $t$ , he is a Zionist and leader of a party that is signed up to austerity too . # BattleForNumber10",7,-1,581203608915582976,ne
immigration,All the politicians need to acknowledge that the economic recovery is don ' t a ) low oil prices & b ) $t$ . # bbcqt,22,0,581235559428988928,topic keyword
crime,$t$ has come down because police are not reporting it # cameron # simples # BattleForNumber10 # policecuts,0,-1,581207447047663616,topic keyword
dc coz,"Not all crime is reported $t$ people know nothing will b done , as I listen to sirens from the main rd hmm yeah dropped # BattleForNumber10",5,0,581207922694320128,ne
landlords,# bbcqt OK Mr govt speaker . Incentivise $t$ but FORCE tenants to do things . this govt whole approach in a nutshell,8,-1,578699630105485312,topic keyword
@Nancy_Platts,Just received another election leaflet . @ SimonKirbyMP pointing out his efforts to save local GP surgery . The same as $t$ # GE2015,21,0,571014350355501057,ne
living wage,Minimum wage rise a step in the right direction but need to go further towards a $t$ # GE15 # livingwage,16,1,577728444005507074,topic keyword
lib dems,"Further sanctimonious drivel from $t$ .. we have done this we have done that , we haven ' t forgotten what they did to tuition fees # bbcqt",4,-1,566017027325038592,party keyword
immigration,Pax : Immigration : how many people did you let in ? Cam : We have cut non - EU $t$ . EU imm is up because econ is good . # battlefornumber10,20,-1,581201548572798976,topic keyword
eu,Please note how Yvette Cooper casually dismissed $t$ immigration and its impact on our public services . # marrshow,7,-1,571971756166131712,topic keyword
france,"@ EdMilibuddha you ' ve blown it today for the working class . More EU , means a poorer UK . Just trying to be like Greece and $t$ # ge2015",28,-1,582558920926986240,ne
uk,# bbcsp the $t$ must increase its defence spending in real terms well over 2% . An island nation with 17 fighting ships will starve come a war,3,0,571999642264739840,ne
border control,"UKIP ' s 5 pledges : NO to EU , $t$ , £3bn more for NHS , cut foreign aid , no tax on minimum wage . # UKIP # GE2015 # Farage",10,1,582558505162375170,topic keyword
osborne,@ Margaret _ Curran u can ' t criticise $t$ when u voted for £30 billion austerity cuts . You and labour are as much to blame # GE2015 # VoteSNP,9,0,578258991949733888,topic keyword
zero hours,"I ' ve created all these jobs they ' re so good that they need to go to food banks , I couldn ' t live on $t$ - yay me # BattleForNumber10",27,-1,581204493825486848,topic keyword
pension,# marrshow IDS not saying that taking money out of your $t$ will attract taxation . See Paul Lewis advice to find out what govt will take .,11,0,582102334358073344,topic keyword
taxes,"# Cameron says u can choose an economy that grows , creates jobs , a gov that cuts $t$ or choose economic chaos of # miliband # GE2015",18,0,582504485169328128,topic keyword
zero hours,"Well said Sajid , I meet a lot of people on $t$ - most are over 50 , work for multinationals and earn a LOT of money # Engineering # bbcqt",11,1,578695388087074816,topic keyword
jobs,"PM @ David _ Cameron we have created more $t$ than the entire # EU , reduced benefits to # EU migrants # BattleForNumber10",9,1,581201749677109248,add
tories,# bbcsp the reason the # $t$ have not eliminated the deficit is due to # austerity & thus lack of investment not boosting tax receipts,6,1,582122204365778944,party keyword
gdp,"# bbcqt immigration brings prosperity myth . Absolute $t$ up , but GDP per capita down . GDP / head now at 2005 levels , but with 5m more people",8,1,578696181859160067,topic keyword
free,Cameron wake up EU will not reform the way you want $t$ movement of people is EU no1 stop fooling the public # BattleForNumber10,11,-1,581208862545547264,ne
trident,I don ' t have a £2mil mansion but I ' d HAPPILY pay more tax if it was ringfenced into the Scottish NHS . Not $t$ . We have CHOICES # bbcqt,26,-1,573629547356229634,topic keyword
@Shaun_XL5:,< My main # GE2015 policy worry is now defence $t$ I think we need Nato target of 2% GDP with hardcore auditing @ paullewismoney,10,0,578485746044112896,ne
ed balls,George Osborne and $t$ are to face questions from the SKY News audience on Monday from 2 . 30pm . # GE2015 http :// t . co / zM5r1Iaslz,3,0,579237632514920448,ne
defence,Starvation of UK forces and $t$ cuts make the UK more dependent on EU and NATO . It absorbs them more into the EU sphere # bbcqt,5,-1,566024068454162432,topic keyword
eu,"Yep . Well done UKIP . The $t$ is just like Putin . We don ' t like something , we send in the tanks to expand . Class act . * slow clap * # bbcqt",7,0,566011934567591936,topic keyword
labour,$t$ will boost the arts by ... continuing Tory cuts to arts budgets in education & no actual policies at all on anything ...# bbcdp hot air !,0,-1,570552046308466689,party keyword
teachers,"# bbcdp They are not "" unqualified "" $t$ , they just haven ' t been through political re - education at Teacher Training Colleges .",8,0,565477961319841792,topic keyword
pension,"I think winter fuel allowance should be means tested . If your $t$ is in the higher tax band , you probably don ' t need it so much . # BBCQT",12,1,578693754569240576,topic keyword
trident,@ tomstubbs $t$ is a very expensive boys toy when we need money spent on the basics ! Hope # GE2015 elects more women = balanced Parliament,2,0,573021628256411649,topic keyword
nhs,"These are weasel words on NHS spending . Its not straight forward , social care has an impact on $t$ funding . # bbcqt",19,-1,573629354372112385,topic keyword
pensioners,Worth remembering that the majority of the welfare budget goes on $t$ - unemployment benefit is a tiny amount # BattleForNumber10,11,1,581202955774373889,topic keyword
nhs,# bbcqt : key challenge of $t$ is capacity in primary care and the changes to the GP contract which opts GPs out of on call / out of hours care .,6,0,573628960069844992,topic keyword
wm,Occasionally the gravity of an issue you know about hits home - like $t$ having trident in Scotland & refusing to have it in England . # GE2015,13,-1,579950549593907200,ne
a&e,"@ bbcquestiontime Drunk and abusive alcoholics turn up to $t$ , costing the NHS £21 bn a year . Control your drink or pay for care # bbcqt .",9,0,566020738050973696,topic keyword
petrol,Jim Murphy is a slapstick politician . Like watching a blindfolded clown with burning feet running onto a $t$ station ' s forecourt . # bbcsp,18,0,579604363594899456,topic keyword
taxes,Hahaha the poor people pay their $t$ to pay for roads for tax dodgers to drive their big bentleys and rolls royces on # bbcqt,6,0,566006860483158016,topic keyword
a&e,$t$ ' s isn ' t clogged up because of NHS111 . It is clogged up because Labour cut out of hours GP services . # BBCQT,0,-1,566018912807309314,topic keyword
enterprise,"# bbcdp Pensions , ISA , Charity d ' tions , $t$ Inves ' t Schemes , Uniform tax rebates , Childcare vouchers . Tax Avoidance http :// t . co / lrMxcbctHn",11,0,565860153409298433,ne
education,Anyone think the # SNP & # Labour know best what is good for the people of the UK # $t$ # Economy # bbcdp # pmqs # NoChoice # FreeSchools,20,0,565477134748372992,topic keyword
zero-hours,Andrew seemed determined to miss that it ' s the problem of being forced into unworkable $t$ not the bit where people can choose # bbcsp,16,-1,582125647008542720,topic keyword
nhs,"Just when I wonder if really Dave hates me , he gets the # $t$ ' bureaucrats ' dig in again . Cheers for the pay freeze tho . # BattleForNumber10",14,-1,581211762680266752,topic keyword
@kdugdalemsp,"$t$ had a nightmare , showed Labour have 0 to offer . Only truth she stated was about changes to GP contracts affecting NHS . # bbcqt",0,-1,573641085215510528,ne
retirement,Lords reform ( read my lips ) will never happen . The MPs see it as their $t$ plan and that is how they will keep it # bbcdp,17,0,570203651152543747,topic keyword
social care,"No , the people going to A & E were old people without appropriate $t$ support . The A & E crisis happened because cuts happened . # bbcqt",14,-1,566018335973068801,topic keyword
osborne,Austerity has failed . $t$ himself stopped the swingeing cuts in 2012 when it belatedly dawned on him that it was hurting GDP . # bbcqt,4,0,568543007932346368,topic keyword
tories,$t$ confirm starter homes can replace affordable housing http :// t . co / YIUUaR9IWP < Does anyone actually think this is a good idea ? # GE2015,0,-1,573190229009543168,party keyword
schools,Can ' t wait for # bbcqt tonight . Moan moan moan college boys moan moan grammar $t$ moan moan NHS moan moan moan long term economic plan,17,-1,565982065230098433,topic keyword
nurses,"Got rid of bureaucrats "" and we put that money into 9000 more doctors and $t$ ""... to turn the doctors into bureaucrats # BattleForNumber10",15,0,581209583932350464,topic keyword
retirement,"Anyone that works hard , makes sacrifices so they can buy to let to have a nice $t$ , I take my hat off to ya ! # bbcqt",17,1,578703779845025794,topic keyword
doctors,"Cameron may have cut spending but police officers , teachers , $t$ and nurses are suffering - impacting public services # BattleForNumber10",11,-1,581207680569729025,topic keyword
@bbcquestiontime,$t$ OBR & IFS mean WTF to 1m people using foodbanks and on zero hours contracts # bbcqt,0,0,578689843179319296,ne
immigrants,I ' m very glad we have $t$ to the UK . We have an ageing population and without immigration the dependency ratios are horrific # bbcqt,7,1,581238812099129345,topic keyword
gchq ,Are the Reavers in Serenity good guys ? Hardly . But nor are those who created them . This is like # ISIS and # MI5 # CIA # $t$ # NSA # NATO . # bbcdp,29,-1,572581141221416960,add
snp,# bbcdp Tories talking bollox about Labour / $t$ on Trident . All Tories would vote for it & so would most of Labour so it would be renewed .,8,0,575638723976691712,party keyword
top rate of tax,# bbcsp Jurno ' s ignore that TWO MONTHS before the last election @ UKLabour reduced the $t$ by 10% they # boobytrapped the economy,17,-1,564386844721569792,topic keyword
special branch,What does Jo Coburn think about Bob Lambert ' s $t$ undercover cop unit 90% of whom engaged in state rape ? She praises them ? # bbcdp,10,0,575265942265020416,ne
herald,"Tomorrow ' s $t$ front page : "" Osborne kick - starts Tory bid for power with tax giveaways "" # GE2015 # Budget2015 http :// t . co / wwm1PtpxhT",3,0,578338968162279424,ne
@UKLabour,Never forget that when $t$ came to power in 97 they inherited the 4th largest economy in the world which they wrecked # GE2015 # ge15,4,-1,578487206169415680,ne
eu,$t$ mentioned by Davey . It ' s a paradox to talk about it being successful and then Tories say we are doing better than our neighbours # bbcqt,0,-1,566011783631343616,topic keyword
borders,"2 / 3rds of the 500 , 000 new immigrants come from within EU . Stop open $t$ ! # voteUKIP # VoteUKIP2015 # GE2015 # UKIP",17,-1,573755484412469248,topic keyword
uk,"If we leave the European Union ? @ SuzanneEvans1 - tell you what , just leave the $t$ , & take your MEPs too . We ' ll all settle for that . # bbcqt",17,-1,566018199293267970,ne
economy,Don ' t let Osborne # remortgage the # $t$ # Deficit WITH your # lifetime # pension # savings ... Think about it ...# BattleForNumber10,9,-1,581202967354834944,topic keyword
tory,Can ' t help but think this is a # $t$ giveaway # Budget2015 before they take it all back and more if they win # GE2015 with a # vat hike to 25%,10,-1,578496383453396992,party keyword
labour,@ daily _ politics So we have learned from this that neither Tories or $t$ will commit to maintaining 2% of GDP spend on Defence # BBCDP,14,-1,575622807176015872,party keyword
labour,# bbcdp Pity Miss Coburn you did not ask Mr Leslie about his appearance # dispatches & $t$ have raised VAT in the past .. he lies & LIES,17,-1,580364436487176192,party keyword
austerity,"Norman Lamb on # bbcsp seems to have missed the effects of # $t$ on the vulnerable , with £12bn welfare cuts and cuts to local services",13,-1,579607214014513152,topic keyword
economy,"THE FRAUD OF THE CENTURY : CITY OF LONDON CRIMINAL BANKERS threaten to crash the UK $t$ . # GE2015 ,# election2015 ,# london",16,-1,576852751499595776,topic keyword
vat,"Imagine you made a big play about $t$ , had posters drawn up & everything , just to be shot down in flames in less than 5 seconds
 # pmqs # bbcdp",7,0,580703357121269760,topic keyword
cancer,""" I ' ve received the most disgusting leaflet in my political life from Jo Swinson on the NHS talking about $t$ "" Billy , B / B # VoteSNP # GE15",21,-1,577083391125897216,topic keyword
0 hours,"1 in 50 jobs are $t$ . Surely justifying it by sector would strengthen your case , @ David _ Cameron - we have 1 in 400 .. # BattleForNumber10",5,-1,581200019291795456,topic keyword
graduates,Chuka says Labour are giving a tax cut to rich $t$ to promote poor people to go to uni . # SpotTheDeliberateMistake # BBCDP,10,-1,571291019842600960,topic keyword
ukip,This # $t$ whore just tried to draw direct parallels between the EU and an aggressively expansionist Russia . LOOOL . Let that sink in . # bbcqt,2,-1,566012499817148416,party keyword
@UKYP,"Topics covered included : renewable energy , a hung parliament at # ge2015 & local politics . Discussed my work with $t$ with PPCs as well .",21,0,572133455414366209,ne
tories,$t$ haven ' t won any arguments if there had been no dip in inflation oil prices and such low interest rates they would have nothing # bbcdp,0,-1,578531319044509696,party keyword
chancellors,Can I ask Ed Balls and George Osborne if the realize most voters are don ' t own businesses ? What about the workers ? # AskThe $t$ # GE15,27,-1,580029718541541376,add
social care,"So what if ... I dunno .. certain people & companies PAID their taxes , & then the NHS & $t$ could be funded well . # bbcqt",20,0,566019852952141824,topic keyword
inequality,"Ed Miliband won that hands down . Lesson is focus on $t$ , unfairness & oppose austerity & Labour can win . # BattleForNumber10",11,-1,581223204129280000,topic keyword
stoke,They can build plenty of large 4 bedroom exec homes in Cheshire East . Starter homes in $t$ on Trent . Not so much . Market don ' t care # bbcqt,17,0,578699629572825088,ne
libya,Ed miliband Is not stronge but got good ideas . What he will do for $t$ or Syria it Iraq not sure he care now # BattleForNumber10,15,-1,581210732357947393,ne
deflation,# bbcqt Nicola Sturgeon correct . 7 years of wage $t$ not corrected in 5 minutes by petrol price decrease . Price of which rising again,10,-1,568543008049795072,topic keyword
nhs,"UK economy was growing when Brown handed it over to Osborne , who promptly sent it flatlining for 2 yrs . Then wasted £3bn on $t$ reorg # bbcqt",25,-1,578695491166306305,topic keyword
nhs,"@ jamesak47 sorry , go check the facts . Here’s a clue http :// t . co / kmohkrmB78 # bbcdp Labour , the only party to privatise a $t$ hospital , fact !",29,0,581437707387310080,topic keyword
blairite jim murphy,"Scotland , watch $t$ pretend he ' s a lefty . # bbcqt # Trident # Iraq Thinks we button up the back !",3,-1,581230241932279808,ne
tax allowance,Fastest growth in G8 . Lowest unemployment ever . Expanding manufacturing sector . Bigger personal $t$ . # GE2015 # VoteTory it seems !,15,1,578491629281157121,topic keyword
